finalEmotion,anger,trust,fear,sadness,anticipation,disgust,surprise,joy,positive,negetive,Year,Term,Course,Question,tokens,Comments
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",everything good,"Everything good
"
trust,1,7,2,1,1,0,0,0,2,2,2019,Spring 2019,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",think team assignments become problem can't force everyone team accountable would suggest future classes to team report card have mandatory meetings teams people sit back let team members group assignments without visibility to the instructor,"I think team assignments become a problem when you can't force everyone on the team to be accountable. I would suggest for future classes to have a team report card or have mandatory meetings with teams. People can just sit back and let other team members do group assignments without any visibility to the instructor.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,"Please provide other observations, comments, or suggestions",good,"Good
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",good environment,"Good environment
"
trust,0,2,0,0,0,0,0,2,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",engaging helpful class,"Was a very engaging and helpful class
"
trust,0,1,0,1,0,1,1,1,2,1,2019,Spring 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",everything put effort teach pathetic prof till,"Everything. She does not put any effort to teach. Pathetic prof till now
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,"Please provide other observations, comments, or suggestions",overall good course,"Overall a good course
"
trust,0,1,0,0,0,0,0,0,1,0,2019,Spring 2019,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",could use work understanding comes online work,"Could use more work on understanding when it comes to online work.
"
trust,0,1,0,0,0,0,0,0,0,0,2019,Spring 2019,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",read almost every chapter assigned took learned material the project fantastic well but many people group suggest making the group around people instead,"I did read almost every chapter assigned. It took a while but this is what I learned the material from. The project was fantastic as well but there were too many people in each group. My I suggest making the group around 3 people instead of 5.
"
trust,0,1,0,0,1,0,0,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,What could you have done to improve your learning,could taken handson project order improve upon,"I could have taken handson project in order to improve upon
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Spring 2019,Knowledge Disc in Databases,What could you have done to improve your learning,everything good,"Everything good
"
trust,0,1,0,0,1,0,0,0,1,0,2019,Spring 2019,Cloud Comp for Data Analysis,What could you have done to improve your learning,watched videos available instructor,"Watched more of the videos available by he instructor
"
anticipation,0,0,0,0,3,0,0,0,2,0,2019,Spring 2019,Cloud Comp for Data Analysis,What could you have done to improve your learning,best expecting university the program productive as thought admissions,"I am doing my best, we are expecting more from the university. The program is not as productive as I thought before admissions.
"
anger,1,1,1,0,1,0,0,0,1,1,2019,Spring 2019,Intro to Computer Networks,What could you have done to improve your learning,video lectures could stable the camera extremely shaky,"The video lectures could have been more stable, the camera was extremely shaky.
"
trust,0,1,0,0,0,0,0,0,2,0,2019,Spring 2019,Intro to Computer Networks,What could you have done to improve your learning,professor actually cares students learning copy-pasting questions textbook assignments and exams ctrl-f skills great,"Have a professor that actually cares about her students learning and not just copy-pasting questions from a textbook into ""assignments"" and ""exams"". My ctrl-f skills are great now.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,First Summer 2019,Intro Oper Syst & Networking,Please list outstanding strengths of the course and/or instructor,good amount work part,"Good amount of work for the most part
"
trust,0,1,0,0,1,0,0,0,1,0,2019,First Summer 2019,Intro Oper Syst & Networking,Please list outstanding strengths of the course and/or instructor,instructor knowledgeable,"The instructor was knowledgeable.
"
trust,0,1,0,0,1,0,0,1,1,0,2019,First Summer 2019,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,improve quality recorded lectures,"Improve the quality of recorded lectures.
"
anticipation,0,0,0,0,1,0,0,0,1,0,2019,First Summer 2019,Intro Oper Syst & Networking,Please suggest areas for improvement of the course and/or instruction method,lot material learn short amount of time,"A lot of material to learn in a short amount of time.
"
anger,1,0,1,0,1,0,0,0,1,1,2019,First Summer 2019,Intro Oper Syst & Networking,Please suggest areas for improvement of the course and/or instruction method,video lectures often shaky low quality course videos going required may be worth the investment quality camera and tripod,"The video lectures were often shaky and low quality. If course videos are going to be required it may be worth the investment in a quality camera and tripod.
"
trust,0,4,0,0,2,0,2,2,4,1,2019,First Summer 2019,Intro Oper Syst & Networking,"Please provide other observations, comments, or suggestions",test questions test students well understand topic how well they precisely memorize sections textbook not enjoy the trick questions present on every test example changing one word otherwise true statement make false not an example of qualty test writing,"Test questions should test students on how well they understand a topic, not how well they can precisely memorize sections of the textbook. I did not enjoy the trick questions that were present on every test. For example, changing one word in an otherwise true statement to make it false is not an example of qualty test writing.
"
anticipation,0,0,0,0,3,0,0,1,4,0,2019,First Summer 2019,Intro Oper Syst & Networking,What could you have done to improve your learning,wish time study using powerpoints reading the book able to gain way better amount knowledge could expected,"I do wish I had more time to study, but using the powerpoints and reading the book, I was able to gain a way better amount of knowledge than I could have expected.
"
trust,0,3,0,0,0,0,0,0,2,0,2019,Second Summer 2019,Intro to Machine Learning,Please list outstanding strengths of the course and/or instructor,taught deeper understanding machine learning concepts applied day day life,"It taught the deeper understanding of how machine learning concepts are applied in day to day life.
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Second Summer 2019,Intro to Machine Learning,Please list outstanding strengths of the course and/or instructor,wide variety resources available,"There was a wide variety of resources available.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,good teaching style,"Good teaching style!
"
trust,0,3,0,0,2,0,0,0,4,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,instructor provided video classroom sessions effective instructor deep knowledge cloud,"Instructor has provided video of classroom sessions which are very effective. Instructor and TA have deep knowledge about the cloud.
"
trust,0,2,0,0,1,0,1,2,3,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please list outstanding strengths of the course and/or instructor,provides good amount resources learning,"Provides good amount of resources for learning
"
trust,0,1,0,0,0,0,0,1,1,0,2019,Second Summer 2019,Intro to Machine Learning,Please suggest areas for improvement of the course and/or instruction method,think engaging interactive it would better,"I think if it was engaging or interactive, it would be better.
"
trust,0,1,0,0,1,0,1,1,1,0,2019,Second Summer 2019,Intro to Machine Learning,Please suggest areas for improvement of the course and/or instruction method,good,"All good.
"
anger,1,1,0,0,1,0,0,1,1,0,2019,Second Summer 2019,Cloud Comp for Data Analysis,Please suggest areas for improvement of the course and/or instruction method,interactive improve student involvement,"More interactive and should improve student involvement
"
